제목,작성일,조회수,분류,docid,mtgHmeDd,sno,mtgMtrRegSno,popup_url
척골신경에 SETS(Supercharged End-to-side) 방법으로 시행한 신경봉합술 인정여부 및 심사적용 방법(2사례),2020-12-31,106,공개사례,,,,,
조혈모세포이식 대상자 승인 여부,2020-12-31,34,공개사례,,,,,
"[자동차보험] [20-4-B-5] 환자상태 및 진료내역 참조, 20회 초과 시행된 하71 추나요법 인정여부(4사례)",2020-12-14,344,공개사례,,,,,
Nusinersen sodium 주사제(품명: 스핀라자주) 요양급여 대상 여부,2020-11-30,183,공개사례,,,,,
심실 보조장치 치료술(VAD*) 요양급여 대상 여부,2020-11-30,138,공개사례,,,,,
조혈모세포이식 대상자 승인,2020-11-30,140,공개사례,,,,,
Eculizumab 주사제(품명: 솔리리스주) 요양급여 대상 여부,2020-11-30,170,공개사례,,,,,
"[자동차보험] [20-3-A-4] 환자상태 및 진료내역 참조, 수상초기 촬영한 두부 CT 인정여부(7사례)",2020-11-17,316,공개사례,,,,,
면역관용요법(Immune Tolerance Induction) 요양급여 대상 여부,2020-10-30,190,공개사례,,,,,
Nusinersen sodium 주사제(품명: 스핀라자주) 요양급여 대상 여부,2020-10-30,128,공개사례,,,,,
심실 보조장치 치료술(VAD*) 요양급여 대상 여부,2020-10-30,115,공개사례,,,,,
조혈모세포이식 대상자 승인,2020-10-30,131,공개사례,,,,,
Eculizumab 주사제(품명: 솔리리스주) 요양급여 대상 여부,2020-10-30,108,공개사례,,,,,
"[자동차보험] [20-2-A-3] 영상자료 등 참조, 골절에 시행한 체외금속고정술의 인정여부(3사례)",2020-10-08,253,공개사례,,,,,
"[자동차보험] [20-2-A-2] 영상자료 등 참조, 교통사고 환자의 삼각섬유연골복합체(TFCC) 손상에 시행한 수술 인정여부(4사례)",2020-10-08,367,공개사례,,,,,
심실 보조장치 치료술(VAD*) 요양급여 대상 여부,2020-09-29,150,공개사례,,,,,
Nusinersen sodium 주사제(품명: 스핀라자주) 요양급여 대상 여부,2020-09-29,130,공개사례,,,,,
조혈모세포이식 대상자 승인,2020-09-29,68,공개사례,,,,,
Eculizumab 주사제(품명: 솔리리스주) 요양급여 대상 여부,2020-09-29,102,공개사례,,,,,
Asfotase alfa 주사제(품명: 스트렌식주) 요양급여 대상 여부,2020-08-31,263,공개사례,,,,,
Nusinersen sodium 주사제(품명: 스핀라자주) 요양급여 대상 여부,2020-08-31,124,공개사례,,,,,
심실 보조장치 치료술(VAD*) 요양급여 대상 여부,2020-08-31,111,공개사례,,,,,
조혈모세포이식 대상자 승인 여부,2020-08-31,121,공개사례,,,,,
Eculizumab 주사제(품명: 솔리리스주) 요양급여 대상 여부,2020-08-31,143,공개사례,,,,,
Nusinersen sodium 주사제(품명: 스핀라자주) 요양급여 대상 여부,2020-07-31,134,공개사례,,,,,
심실 보조장치 치료술(VAD*) 요양급여 대상 여부,2020-07-31,69,공개사례,,,,,
면역관용요법(Immune Tolerance Induction) 요양급여 대상 여부,2020-07-31,80,공개사례,,,,,
조혈모세포이식 대상자 승인 여부,2020-07-31,84,공개사례,,,,,
Eculizumab 주사제(품명: 솔리리스주) 요양급여 대상 여부,2020-07-31,96,공개사례,,,,,
조혈모세포이식 대상자 승인 여부,2020-06-30,240,공개사례,,,,,
Nusinersen sodium 주사제(품명: 스핀라자주) 요양급여 대상 여부,2020-06-30,145,공개사례,,,,,
Eculizumab 주사제(품명: 솔리리스주) 요양급여 대상여부,2020-06-30,145,공개사례,,,,,
심실 보조장치 치료술(VAD*) 요양급여 대상 여부,2020-06-30,133,공개사례,,,,,
심실 보조장치 치료술(VAD*) 요양급여 대상 여부,2020-05-29,351,공개사례,,,,,
Nusinersen sodium 주사제(품명: 스핀라자주) 요양급여 대상 여부,2020-05-29,141,공개사례,,,,,
Eculizumab 주사제(품명: 솔리리스주) 요양급여 대상여부,2020-05-29,159,공개사례,,,,,
조혈모세포이식 대상자 승인 여부,2020-05-29,132,공개사례,,,,,
면역관용요법(Immune Tolerance Induction) 요양급여 대상 여부,2020-04-29,305,공개사례,,,,,
Nusinersen sodium 주사제(품명: 스핀라자주) 요양급여 대상 여부,2020-04-29,119,공개사례,,,,,
Eculizumab 주사제(품명: 솔리리스주) 요양급여 대상여부,2020-04-29,142,공개사례,,,,,
심실 보조장치 치료술(VAD) 요양급여대상 인정여부,2020-04-29,113,공개사례,,,,,
조혈모세포이식 대상자 승인 여부,2020-04-29,115,공개사례,,,,,
심실 보조장치 치료술(VAD) 대상자 요양급여 여부,2020-03-31,253,공개사례,,,,,
솔리리스주 요양급여 대상여부,2020-03-31,182,공개사례,,,,,
스핀라자주 요양급여 대상 여부,2020-03-31,196,공개사례,,,,,
조혈모세포이식 승인 여부,2020-03-31,152,공개사례,,,,,
"심실 보조장치 치료술, 스핀라자주, 솔리리스주 요양급여 대상 여부, 조혈모세포이식 대상자 승인 여부",2020-02-28,249,공개사례,,,,,
갑상선암 환자에서 방사성요오드 잔여갑상선제거술 시행 후 추적 전신스캔 없이추가로 시행한 방사성요오드 치료 인정여부,2019-11-29,591,공개사례,,,,,
갑상선암에서 방사성요오드 잔여갑상선제거술을 시행 후 I-131 30mCi를 사용하여 시행한 전신스캔의 인정여부,2019-11-29,327,공개사례,,,,,
"급성 백혈병, 류마티스 관절염, 크론병 환아에게 시행한 나580 유전성 유전자검사 [TPMT Gene], [MTHFR Gene] 인정여부",2019-11-29,401,공개사례,,,,,
[자동차보험] [19-3-A-3] 외상성 뇌손상 환자에게 투여된 보톡스주 인정여부(5사례),2019-11-26,242,공개사례,,,,,
심하복벽 천공지유리피판을 이용한 유방재건술과 동시에 청구한 혈관성형술의 요양급여 인정여부,2019-08-30,367,공개사례,,,,,
"유리피판을 이용한 유방재건 시 시행된 「자460-1(다) 신경봉합술-중요말초신경[사지부,구간등]」 인정여부",2019-08-30,244,공개사례,,,,,
복합이식을 이용한 유두재건 시 청구된 「저21 자가 지방 혹은 진피-지방이식술」 또는 「자17가(3)(가) 식피술-전층피부이식술(기타)-25cm2미만」 인정여부,2019-08-30,121,공개사례,,,,,
견봉쇄골관절 수술에 사용한 AC TIGHTROPE 치료재료 인정여부,2019-08-30,139,공개사례,,,,,
실신한 팔로네징후 환자에서 임상전기생리학적검사(EPS) 결과 심실세동이 유발되어 실시한 자200-2가 심율동 전환 제세동기 거치술-삽입술(ICD)의 요양급여 인정여부,2019-06-28,114,공개사례,,,,,
심실세동에 시행한 자200-2가 심율동 전환 제세동기 거치술-삽입술(ICD) 요양급여 인정여부(심실세동의 가역성 판단),2019-06-28,100,공개사례,,,,,
터너증후군 상병 하에 투여한 ‘지노트로핀주’ 인정여부,2019-06-28,227,공개사례,,,,,
"[자동차보험] [19-2-B-2] 환자상태 및 진료내역 참조, 경상환자의 입원기간 인정여부(5사례)",2019-05-21,363,공개사례,,,,,
[자동차보험] [19-1-B-1] 자동차사고 환자에게 실시한 경근무늬측정검사 인정여부(6사례),2019-04-03,243,공개사례,,,,,
보철 치경부 변연부위를 다듬은(trimming) 후 「차19나 치관수복물 또는 보철물의 제거[1치당]-복잡한 것」으로 산정한 것의 인정여부,2019-01-31,218,공개사례,,,,,
"인공심폐순환 하 동맥간우회로조성술, 인공판막치환술시 사용한 TENTACLES 치료재료 인정여부",2018-12-31,124,공개사례,,,,,
ABO 불일치 신장이식 시 탈감작요법으로 다수 실시한 혈장교환술의 요양급여 인정여부,2018-11-30,127,공개사례,,,,,
공여자특이항체 양성 지속되는 신장이식 전·후 다수 실시한 혈장교환술의 요양급여 인정여부,2018-11-30,112,공개사례,,,,,
유전성대장암 진단을 위해 시행한 유전성 유전자검사-염기서열분석 요양급여 인정여부,2018-08-31,209,공개사례,,,,,
전립선암 수술 후 시행한 면역조직(세포)화학검사 요양급여 인정여부,2018-08-31,197,공개사례,,,,,
"[자동차보험] [18-3-B-3] 진료기록 및 환자상태 참조, 경미한 교통사고 환자의 입원기간 적정성 인정여부(7사례)",2018-08-03,403,공개사례,,,,,
9세 남아의 부고환염 재발을 막기 위해 편측에 실시한 「자389-1라 정관수술[양측] -정관절제술 또는 결찰술」 요양급여 인정여부,2018-07-31,209,공개사례,,,,,
신장이식 시행 전에 탈감작요법으로 실시한 치료적 성분채집술-혈장의 요양급여 인정여부,2018-07-31,91,공개사례,,,,,
상병 및 진료내역 참조 오바지오필름코팅정14mg(테리플루노마이드) 경구제 요양급여 인정여부,2018-07-31,154,공개사례,,,,,
"진료내역 및 영상자료 참조, 자46 척추고정술 요양급여 인정여부",2018-07-31,295,공개사례,,,,,
"진료내역 및 영상자료 참조, 자49 추간판제거술 요양급여 인정여부",2018-07-31,303,공개사례,,,,,
달리 분류되지 않은 척추후궁절제후증후군 상병에 전·후방으로 시행된 자46 척추고정술 등 요양급여 인정여부,2018-07-31,283,공개사례,,,,,
성인척추변형 및 요추퇴행성 후만증 진단하에 시행된 측면균형 재건술 요양급여 인정여부,2018-07-31,133,공개사례,,,,,
요추부의 척추후만증 진단하에 시행된 측면균형 재건술 요양급여 인정여부,2018-07-31,103,공개사례,,,,,
기타 뼈의 내부고정장치의 기계적 합병증 상병에 전·후방으로 시행된 자46 척추고정술 등 요양급여 인정여부,2018-07-31,134,공개사례,,,,,
편평등증후군(Flatback Syndrome) 상병에 전·후방으로 시행된 요추퇴행성후만증 (Lumbar Degenerative Kyphosis) 수술 요양급여 인정여부,2018-07-31,128,공개사례,,,,,
간엽절제술과 동시에 청구한 담낭절제술의 요양급여 인정여부,2018-06-29,126,공개사례,,,,,
"삼각섬유연골복합체(TFCC) 봉합술시 자93 건 및 인대성형술, 자70라 사지관절절제술, 관절경 치료재료비용 인정여부",2018-05-31,3071,공개사례,,,,,
추간판장애 등 상병에 시행한 척추고정술 요양급여 인정여부,2018-05-31,241,공개사례,,,,,
척추협착 등 상병에 시행한 관혈적추간판제거술 및 척추후궁절제술 요양급여 인정여부,2018-05-31,203,공개사례,,,,,
진료내역 참조 관절경하 시행한 수술 및 치료재료 요양급여 인정여부(4사례),2018-05-31,416,공개사례,,,,,
골의 이차성 악성 신생물 상병에 시행한 종양병소제거술 및 척추고정술 요양급여 인정여부,2018-05-31,67,공개사례,,,,,
경미한 척추협착 부위에 시행한 자46 척추고정술 요양급여 인정여부,2018-05-31,291,공개사례,,,,,
"진료내역 및 영상자료 참조, 기타 명시된 추간판 변성(요추)에 시행된 척추수술 요양급여 인정여부",2018-05-31,108,공개사례,,,,,
갑상선전절제술 후 시행한 양전자단층촬영(F-18 FDG-PET) 인정여부,2018-04-30,149,공개사례,,,,,
갑상선스캔 또는 전신스캔과 동시에 시행한 갑상선기능검사-갑상선섭취율 인정여부,2018-04-30,92,공개사례,,,,,
복잡형 누공 크론병 환자에게 투여한 자가 지방유래 중간엽줄기세포(품명: 큐피스템주) 요양급여 인정여부,2018-04-30,193,공개사례,,,,,
일부 발달되지 않은 부비동을 포함하여 시행한 자113주 전부비강근본수술 등 요양급여 인정여부,2018-03-30,105,공개사례,,,,,
진료내역 및 영상자료 등 참조 자-71가 인공관절전치환술 요양급여 인정여부,2018-03-30,209,공개사례,,,,,
2도 방실차단에 시행한 자200나 경정맥 체내용 심박기거치술 요양급여 인정여부,2018-03-30,64,공개사례,,,,,
상병 및 진료기록부 참조 변증기술료 요양급여 인정여부,2018-03-30,307,공개사례,,,,,
경추부 다분절에 시행한 자49-2 경추후궁성형술 요양급여 인정여부,2018-03-30,95,공개사례,,,,,
진료내역 참조 변증기술료 요양급여 인정여부,2018-03-30,245,공개사례,,,,,
진료내역 참조 일률적으로 주1회 청구한 변증기술료 요양급여 인정여부,2018-03-30,161,공개사례,,,,,
골다공증성 압박골절에 시행한 자47-1가 경피적척추후굴풍선복원술 요양급여 인정여부,2018-03-30,243,공개사례,,,,,
기존 경피적척추성형술 시행 후 척추후만변형에 시행한 척추고정술 요양급여 인정여부,2018-03-30,202,공개사례,,,,,
"[자동차보험] [18-1-A-1] 진료내역 및 환자상태 참조, 교통사고 환자의 수술 마취 시 사용한 근이완제의 길항제 브리디온주 인정여부(7사례)",2018-03-05,309,공개사례,,,,,
뇌정위적방사선분할수술(감마나이프) 시 2회 이상 산정한 다401나 체외조사전산화방사선치료계획 요양급여 인정여부,2018-02-28,200,공개사례,,,,,
다414 세기변조방사선치료 후 시행한 다413 양성자치료의 요양급여 인정여부,2018-02-28,302,공개사례,,,,,
증상과 서맥과의 관련성이 명백하지 않은 상황에서 시행한 자200나 심박기거치술 요양급여 인정여부,2018-01-31,137,공개사례,,,,,
"심율동 전환 제세동기 삽입술이 요양급여로 인정되지 않았으나, 이후 전기 충격(ICD shock)이 발생하여 시행한 자200-2나 심율동 전환 제세동기 교환술 요양급여 인정여부",2018-01-31,79,공개사례,,,,,
심방세동의 고주파절제술 시 PVAC과 동시 사용한 LASSO catheter 요양급여 인정여부,2018-01-31,130,공개사례,,,,,
자482-1 경피적 척추 고주파 열응고술 시행 전 충분한 진단적 신경차단이 실시되지 않은 경우 등에 요양급여 인정여부,2018-01-31,239,공개사례,,,,,
저나트륨혈증에 투여한 Tolvaptan 경구제(품명: 삼스카정) 인정여부,2018-01-31,154,공개사례,,,,,
Agalsidase β 35mg 주사제(품명: 젠자임파브라자임주 등) 인정여부,2018-01-31,195,공개사례,,,,,
협심증 상병에 시행한 자656다 만성폐쇄성병변에 대한 경피적 관상동맥스텐트삽입술 요양급여 인정여부,2017-11-30,538,공개사례,,,,,
폐·식도 수술시 사용한 자동봉합기 인정여부,2017-11-30,143,공개사례,,,,,
Somatropin 주사제(성장호르몬제)(품명:유트로핀주 등) 인정여부,2017-11-30,695,공개사례,,,,,
척추골절 상병에 시행한 자47 경피적척추성형술 인정여부,2017-11-30,664,공개사례,,,,,
"진료내역 및 영상자료 참조, 종양에 시행한 다412-1가 뇌정위적방사선수술 요양급여 인정여부",2017-11-30,97,공개사례,,,,,
"자200-2가 심율동전환제세동기 거치술(Implantable Cardioverter Defibrillator, ICD) 인정여부(1사례)",2017-11-30,96,공개사례,,,,,
다제내성 결핵환자에게 산정한 가10 격리실 입원료 및 나405나 미생물 배양 및 동정검사  횟수 인정여부,2017-11-30,277,공개사례,,,,,
자765나 내시경적 상부소화관종양수술과 시술 전 시행한 전신마취료 인정여부 및 나761 상부 소화관내시경검사 횟수 인정여부,2017-11-30,361,공개사례,,,,,
진료내역 참조 다246가 기본자기공명영상진단 동시에 실시한 다246나(1)주 특수자기공명영상진단-확산 인정여부,2017-11-30,226,공개사례,,,,,
골수염 수술 후 골손실 부위에 삽입한 Bone cement 인정여부,2017-11-30,148,공개사례,,,,,
소아의 경골 몸통의 기타 골절 상병에 시행한 자60-1나 체외금속고정술 인정여부,2017-11-30,88,공개사례,,,,,
"[자동차보험] [17-8-B-13] 교통사고 환자에게 신기허, 비기허 상병(‘U'코드)하 일률적으로 산정된 1일 침술 3종 인정여부(2사례)",2017-11-13,258,공개사례,,,,,
[자동차보험] [17-8-B-14] 수상일 및 진료내역  참조 자동차보험 진료수가의 사고와 인과관계 인정여부(3사례),2017-11-13,286,공개사례,,,,,
"[자동차보험] [17-8-B-15] 교통사고 후 1년~2년 경과하여 투여된 첩약(당귀수산, 당귀수산가미) 인정여부(2사례)",2017-11-13,147,공개사례,,,,,
"[자동차보험] [17-7-A-11] 단순 열상, 찰과상 및 삼출물이 없는 창상관리에 사용된 드레싱재료 인정여부(2사례)",2017-11-08,338,공개사례,,,,,
[자동차보험] [17-7-A-12] 상처관리 및 흉터개선 목적으로 사용된 드레싱재료 인정여부(3사례),2017-11-08,464,공개사례,,,,,
흉-요추부에 시행된 자46 척추고정술의 수가산정방법,2017-10-30,202,공개사례,,,,,
"다412가 체부 정위적 방사선수술(SBRT), 다414 세기변조방사선치료(IMRT) 요양급여 인정여부 및 수가산정방법",2017-10-30,518,공개사례,,,,,
유전성 제8인자결핍 환자에게 시행한 사127주2 근막동통유발점 주사자극치료(myofascial  trigger point injection therapy) 및 노보세븐주 인정여부,2017-10-30,202,공개사례,,,,,
말단비대증 상병에서 인슐린유사성장인자-1 상승만을 근거로 증량 투여한 옥트레오티드아세트산염(품명: 산도스타틴라르주사 등) 인정여부,2017-10-30,81,공개사례,,,,,
영구형 심방세동 환자에서 시행한 심장재동기화치료(CRT-D) 요양급여 인정여부,2017-09-29,107,공개사례,,,,,
증상과 서맥과의 관련성이 명백하지 않은 상태에서 시행한 자200나 심박기거치술 요양급여 인정여부,2017-09-29,48,공개사례,,,,,
증상은 있으나 빈맥이 확인되지 않은 상태에서 시행한 자654가 부정맥의 고주파절제술과 교대성 각차단에 시행한 자200나 심박기거치술 요양급여 인정여부,2017-09-29,101,공개사례,,,,,
특발성 심실빈맥 환자에서 고주파절제술 후 재발한 심실조기수축(PVC)에 재시행한 자654나(3) 삼차원 빈맥 지도화를 이용한 부정맥의 고주파절제술 및 자200-2가 심율동 전환 제세동기(ICD) 거치술 요양급여 인정여부,2017-09-29,76,공개사례,,,,,
견관절에 시행한 자71 인공관절치환술-복잡 인정여부,2017-09-29,254,공개사례,,,,,
상완골에 시행한 자60가(2)주 사지골절정복술-복잡 인정여부,2017-09-29,197,공개사례,,,,,
"[자동차보험] [17-6-A-10] 진료내역 및 환자상태 참조, 정형외과 수술 후 사용한 유착방지제 인정여부(6사례)",2017-09-20,439,공개사례,,,,,
"[자동차보험] [17-2-B-4] 진료내역 참조, 첩약과 동시 투여된 복합엑스산제 인정여부(2사례)",2017-09-19,111,공개사례,,,,,
[자동차보험] [17-5-B-7] 진료내역 및 시술방법 비교 체질침법(하-1) 인정여부(1사례),2017-09-19,123,공개사례,,,,,
"[자동차보험] [17-5-B-8] 진료내역 참조, 외상후 스트레스장애 부상병 하 처방된 우황청심원 인정여부(2사례)",2017-09-19,328,공개사례,,,,,
[자동차보험] [17-5-C-9] 양·한방 협진기관에서 한방 입원 중 수기요법(추나 또는 도인운동요법)과 동시 시행된 양방 단순운동치료 인정여부(3사례),2017-09-19,277,공개사례,,,,,
"[자동차보험] [17-3-A-6] 진료내역 참조, 교통사고 환자의 급성기 염좌 및 긴장 상병에 실시한 이온삼투요법(서-121) 인정여부(1사례)",2017-09-19,263,공개사례,,,,,
진료내역 및 영상자료 등 참조 척추고정술 및 재료대 인정여부,2017-09-13,139,공개사례,,,,,
최소침습 척추수술 방법으로 전방유합술[사측방추체간유합술(OLIF)/측방요추체간유합술(DLIF)] 및 후방고정술 시행 시 수가산정방법,2017-08-31,192,공개사례,,,,,
초기자궁내막암(early endometrial cancer)에 시행한 수술 인정여부,2017-08-31,180,공개사례,,,,,
적절한 보존적치료 없이 시행된 척추수술 인정여부,2017-08-31,262,공개사례,,,,,
진료내역 및 환자상태 등 참조 사131 연하재활 기능적 전기자극치료 인정여부,2017-08-31,1064,공개사례,,,,,
임신 예정인 류마티스 관절염 환자에게 메토트렉세이트 없이 단독 투여함 Golimumab주사제(품명: 심퍼니주 등) 인정여부,2017-08-31,196,공개사례,,,,,
심장재동기화치료(CRT-D) 인정여부(심부전 약물치료의 적절성),2017-07-31,110,공개사례,,,,,
심방세동 환자에서 방실결절 고주파절제술(AV nodal ablation) 시행 시 약물치료 적절성 여부,2017-07-31,69,공개사례,,,,,
매몰치 및 과잉치 상병에 촬영한 「다245나(2)(가) 일반전산화단층영상진단-안면및두개기저-부비동-조영제를사용하지않는경우」 인정여부,2017-07-31,193,공개사례,,,,,
자656 경피적 관상동맥 삽입술 후 2개 이상 사용된 Post Adjunctive Balloon Catheter 인정여부,2017-07-31,245,공개사례,,,,,
유방암에 시행한 다414 세기변조방사선치료 요양급여 인정여부,2017-07-31,436,공개사례,,,,,
진료내역 및 영상자료 등 참조 자71가 인공관절치환술(슬관절) 및 재료대 인정여부,2017-07-19,121,공개사례,,,,,
류마티스관절염에 Tocilizumab 주사제(품명: 악템라주)와 타크로리무스(품명: 프로그랍캅셀 1mg) 병용투여 인정여부,2017-06-30,175,공개사례,,,,,
"진료내역 참조, '자33 개두술 또는 두개절제술', '자463 종양절제를 위한 개두술'과 동시 산정된 '자34 두개골성형술, 자54 늑골절제술' 인정여부",2017-06-30,116,공개사례,,,,,
"진료내역 참조, 심장이식술 후 시행한 마102다 치료적성분채집술-혈장 및 심장 재이식술 전 탈감작 목적으로 시행한 마102다 치료적성분채집술-혈장 인정여부",2017-06-30,129,공개사례,,,,,
"진료내역 등 참조, 조634 경피적 경막외강 신경성형술 후 투여한 levofloxacin 경구제 인정여부",2017-06-22,347,공개사례,,,,,
[자동차보험] [17-1-B-1] 자침 후 침체를 가열기구(토치)로 약하게 달구는 시술을 시행하고 청구한 화침 인정여부(1사례),2017-06-12,316,공개사례,,,,,
"[자동차보험] [17-1-B-2] 다발성 골절로 인한 장기입원 등 진료내역 참조, 추나요법과 동일날 시행한 약침술 인정여부(1사례)",2017-06-12,145,공개사례,,,,,
"진료내역 및 영상자료 참조, Cage 및 Pedicle screw system을 이용한 척추수술 인정여부",2017-05-31,219,공개사례,,,,,
"진료내역 및 환자상태 참조, 자497나 각막이물제거술(복잡) 인정여부",2017-05-31,84,공개사례,,,,,
"진료내역 및 환자상태 참조, 슬관절 자기공명영상진단(MRI) 인정여부",2017-05-31,447,공개사례,,,,,
연령 참조 성장기 환아에게 시행된 자88주 십자인대성형술 및 관련 재료대 인정여부,2017-05-31,122,공개사례,,,,,
진료내역 및 영상자료 참조 반월상연골 후방골 기시부 파열에 시행된 자82-1가주 반월상연골봉합술(내측 또는 외측)-복잡 인정여부,2017-05-31,216,공개사례,,,,,
상병 및 진료내역 참조 요양병원 입원료 인정여부,2017-05-31,307,공개사례,,,,,
진료내역 및 환자상태 등 참조 서141 연하장애재활치료 및 사131 연하재활 기능적 전기자극치료 인정여부,2017-05-22,824,공개사례,,,,,
"진료내역 참조, 자580 인공와우이식 인정여부",2017-04-26,128,공개사례,,,,,
자200-2 심율동전환제세동기거치술(ICD) 인정여부(심부전의 약물치료 적절성 판단 관련),2017-04-26,72,공개사례,,,,,
자200-2 심율동전환제세동기거치술(ICD) 인정여부(심실빈맥의 가역성 여부),2017-04-26,71,공개사례,,,,,
심장재동기화치료(CRT-D) 인정여부(심부전의 약물치료 적절성 판단 관련),2017-04-26,97,공개사례,,,,,
"진료내역 참조, Agalsidase 주사제(품명: 젠자임파브라자임주 등) 인정여부",2017-04-26,192,공개사례,,,,,
궤양성 대장염 상병에 증상(복통 및 설사) 악화되어 잠복결핵치료 1주 후부터 투여된 Infliximab 제제(품명: 레미케이드 주 등) 인정여부,2017-04-26,198,공개사례,,,,,
"진료내역 참조, 갑상선암 환자의 추적 검사시 투여된 thyrotropin 주사제(품명: 젠자임타이로젠주) 인정여부",2017-03-31,144,공개사례,,,,,
갑상선전절제술 후 1차 방사성요오드 잔여갑상선제거술을 시행한 환자의 2차 방사성요오드 잔여갑상선제거술시 사용된 thyrotropin 주사제(품명: 젠자임타이로젠주) 인정여부,2017-03-31,120,공개사례,,,,,
진료내역 및 영상자료 등 참조 자71 인공관절치환술 인정여부,2017-03-28,132,공개사례,,,,,
"진료내역 및 영상자료 참조, 자47가 경피적척추성형술 인정여부",2017-03-24,265,공개사례,,,,,
"진료내역 및 영상자료 참조, 척추 조기수술 인정여부",2017-02-28,124,공개사례,,,,,
"진료내역 및 영상자료 참조, 자93-1가 견봉성형술 인정여부",2017-02-28,122,공개사례,,,,,
"자93-1 견봉성형술, 견봉성형술 및 회전근개파열 회전근개파열복원술-복잡 인정여부",2017-02-28,281,공개사례,,,,,
"진료내역 참조, 요양병원 입원 중 한방 협의 진료시 시행한 3술(침, 구, 부항) 인정여부",2017-02-28,278,공개사례,,,,,
"상병 및 진료내역 참조, 한-3 주4 수양명경 경락기능검사 인정여부",2017-02-28,84,공개사례,,,,,
자200나 심박기거치술 인정여부,2017-01-31,129,공개사례,,,,,
출혈이 있는 급성위궤양에 시행한 자762 내시경적 상부소화관출혈지혈법의 시술 횟수와 지혈방법(병합요법)의 인정여부,2017-01-31,380,공개사례,,,,,
크론병으로 수술한 환자에서 1년 6개월 휴약 후 투여한 Infliximab(품명 : 레미케이드 주 등) 인정여부,2017-01-31,208,공개사례,,,,,
뼈 전이된 유방암 환자에게 아로마타제 저해제(AI) 투여위해 실시한 인공폐경수술 인정여부,2017-01-31,272,공개사례,,,,,
심방세동에서 진단적 목적의 나725-1 임상전기생리학적검사(EPS) 인정여부,2016-12-30,121,공개사례,,,,,
심박수가 빠른 심방세동(AF with RVR)에 시행한 히스속 절제술(His bundle ablation) 인정여부,2016-12-30,130,공개사례,,,,,
족관절불안정 등 상병에 변형브로스트롬술(MBO) 및 자70다 사지관절절제술 시행 시 치료재료(관절경) 인정여부,2016-12-30,310,공개사례,,,,,
"신경섬유종증, 발달지연, 운동실조 등에 실시한 나580 유전성질환 유전자검사 인정여부",2016-12-30,224,공개사례,,,,,
[자동차보험] [16-8-B-9] 실뜸(기성품)을 이용하여 구술을 시행하고 청구한 하-30가(1) 직접애주구 인정여부(1사례),2016-12-13,117,공개사례,,,,,
"[자동차보험] [16-8-B-10] 잦은 외출 등 진료내역 참조, 경미한 자동차사고 환자의 입원기간 인정여부(4사례)",2016-12-13,201,공개사례,,,,,
C형간염 유전자형 변경(1b→2a)에 따른 Sofosbuvir 경구제(품명: 소발디정) 투여 인정여부,2016-11-30,192,공개사례,,,,,
"진료내역 및 영상자료 참조, 척추협착, 신경뿌리병증을 동반한 추간판장애에 실시한 Steroid Intra Discal Therapy(SIDT) 인정여부",2016-11-30,440,공개사례,,,,,
"기타 명시된 척추병증-흉요추부, 신경뿌리병증을 동반한 요추 및 기타 추간판장애 상병에 시행한 자49-1 척추후궁절제술-복잡 요양급여 인정여부",2016-11-30,172,공개사례,,,,,
"진료내역 및 영상자료 등 참조, 자71가(1) 인공관절치환술-전치환[고관절] 인정여부",2016-11-30,191,공개사례,,,,,
진료내역 및 영상자료 참조 적절한 보존적 치료 없이 시행된 척추수술 인정여부,2016-11-30,223,공개사례,,,,,
진료내역 및 영상자료 참조 적절한 보존적 치료 없이 시행된 자49가(3) 관혈적 추간판제거술 인정여부,2016-11-30,120,공개사례,,,,,
굴절이상 질환에 시행한 나678나(3) 프리즘가림검사 및 나687 각막곡율측정검사 인정여부,2016-11-30,270,공개사례,,,,,
자200-2 심율동전환제세동기(ICD) 인정여부(관동맥경축 예방을 위한 약물치료 관련),2016-10-31,109,공개사례,,,,,
자200-2 심율동전환제세동기(ICD) 인정여부(급성허혈과 심실빈맥과의 연관성),2016-10-31,94,공개사례,,,,,
자200-2 심율동전환제세동기(ICD) 인정여부(관동맥경축과 심실세동의 연관성 관련),2016-10-31,117,공개사례,,,,,
자200-2 심율동전환제세동기(ICD) 인정여부(심실빈맥의 가역성 여부),2016-10-31,108,공개사례,,,,,
자200-2 심율동전환제세동기(ICD) 인정여부(약물사용과 심실빈맥의 연관성),2016-10-31,96,공개사례,,,,,
경도의 승모판 협착증에서 INR 조절 실패로 와파린을 사용할 수 없다 판단하여 사용한 아픽사반(품명: 엘리퀴스정) 인정여부,2016-10-31,167,공개사례,,,,,
만성경막하혈종(Chronic subdural hematoma) 환자에게 시행한 중수막동맥(middle meningeal artery) 혈관색전술 타당성여부 및 수가산정방법,2016-10-31,257,공개사례,,,,,
자71가(2)주 인공관절치환술-전치환(슬관절)-복잡 인정여부,2016-10-31,345,공개사례,,,,,
"진료내역 참조, 자-580-1 인공중이이식의 적정성 여부",2016-10-31,123,공개사례,,,,,
스텐트 삽입 후 원위부 혈관에 잔여 협착이 남아있는 상태로 종료된 자665가 경피적 관상동맥 스텐트 삽입술 인정여부,2016-09-30,201,공개사례,,,,,
"관상동맥 석회화 병변 중재술시 사용된 마이크로카테터, 모자 카테터 기법(Mother-Child Technique), 2개 이상의 회전 죽상반 제거 장치(Rotablator) 인정여부",2016-09-30,238,공개사례,,,,,
